职位名称,公司名称,工作城市,薪资范围,学历要求,公司类型,公司规模,职位类别,工作经验,福利待遇
大客户经理,湖南元拓建材集团股份有限公司,长沙,6千-1万,本科,民营,1000-9999人,销售业务,3-5年,"五险一金,节日福利,带薪年假,绩效奖金,周末双休,免费班车,通讯补助,交通补助"
商务经理,湖南天河国云科技有限公司,长沙,5千-8千,本科,民营,20-99人,销售业务,3-5年,"节日福利,创业公司,大牛带队,五险一金,年终分红,股票期权,带薪年假,弹性工作"
湖南省区医疗销售经理,重庆市汇人健康管理有限责任公司,长沙,8千-1.5万,本科,民营,20-99人,销售管理,3-5年,"五险,节日福利,创业公司,弹性工作"
网销主管,湖南时刻知道网络科技有限公司,长沙,8千-1.2万,本科,民营,20-99人,销售管理,3-5年,"五险一金,年底双薪,绩效奖金,交通补助,全勤奖,带薪年假"
区域拓展经理,京东商城总部,长沙,1万-1.5万,本科,民营,10000人以上,销售管理,3-5年,"年底双薪,五险一金,绩效奖金,餐补,带薪年假,定期体检"
湖北区域经理,湖南派仔食品有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,"带薪年假,五险一金,绩效奖金,交通补助,通讯补助,节日福利,年终分红,员工旅游"
销售经理,卓越置业集团(长沙)有限公司,长沙,8千-1万,本科,民营,100-299人,销售管理,3-5年,"五险一金,绩效奖金,餐补,通讯补助,带薪年假,定期体检,员工旅游,节日福利"
渠道拓展（工作地点：湖南长沙）,广州济达信息科技有限公司,长沙,8千-1万,本科,民营,20-99人,销售业务,3-5年,"五险一金,年底双薪,绩效奖金,带薪年假,定期体检,员工旅游,节日福利"
危废业务经理,鑫联环保科技股份有限公司,长沙,8千-1.2万,本科,民营,1000-9999人,销售业务,3-5年,"五险一金,定期体检,节日福利,绩效奖金,餐补,带薪年假"
区域业务总监,山东北仁汇智能源发展有限公司,长沙,1.5万-2万,本科,民营,100-299人,销售管理,3-5年,"五险一金,全勤奖,包吃,交通补助,通讯补助,带薪年假,员工旅游,节日福利"
市场专员/旅游销售（六险一金/周末双休）,湖南一二三零一旅游服务有限公司,长沙,4千-8千,本科,民营,20-99人,销售业务,3-5年,"周末双休,五险一金,定期体检,节日福利,带薪年假,项目奖金,定期团建,免费停车"
销售经理（医院准入）,上海真固生物科技有限公司,长沙,1.5万-2.5万,本科,民营,20-99人,销售业务,3-5年,"五险一金,餐补,带薪年假,定期体检,定期团建,高温补贴,节日福利,通讯补助"
湖南办事处销售工程师,武汉咏绎仪器仪表有限公司,长沙,5千-1万,本科,民营,20-99人,销售业务,3-5年,
文旅项目营销总监,湖南华文控股有限公司,长沙,8千-1.5万,本科,民营,20-99人,销售管理,3-5年,
华南市场推广经理,北京佳诚医药有限公司,长沙,1万-1.5万,本科,民营,100-299人,生物/制药/医疗器械,3-5年,
大客户总监,成都爱车保信息技术有限公司,长沙,2万-3万,本科,民营,100-299人,销售业务,3-5年,"节日福利,五险一金,绩效奖金,带薪年假,员工旅游"
电销经理,湖南时刻知道网络科技有限公司,长沙,8千-1.2万,本科,民营,20-99人,销售管理,3-5年,"五险一金,年底双薪,绩效奖金,交通补助,全勤奖,带薪年假"
产业园区招商顾问/经理,北京联东投资（集团）有限公司,长沙,1万-1.5万,本科,民营,1000-9999人,销售业务,3-5年,"五险一金,绩效奖金,交通补助,通讯补助,试用期全额,免费停车,全额公积金,周末双休"
区域业务总监,山东北仁汇智能源发展有限公司,长沙,1.5万-2万,本科,民营,100-299人,销售管理,3-5年,"五险一金,全勤奖,包吃,交通补助,通讯补助,带薪年假,员工旅游,节日福利"
总经理秘书,阿可卑斯(深圳)科技有限公司,长沙,6千-8千,本科,民营,100-299人,销售业务,3-5年,"周末双休,节日福利,员工旅游,带薪年假,全勤奖,弹性工作,五险一金,通讯补助"
店经理-ICICLE之禾旗舰店-长沙-00979,上海之禾品牌管理有限公司,长沙,8千-1.5万,本科,民营,1000-9999人,销售管理,3-5年,"14薪,五险一金,补充医疗保险,节日福利,带薪年假,弹性工作,全勤奖,员工旅游"
区域校长（外派武汉/利川）,长沙一书阁教育咨询有限公司,长沙,6千-1.2万,本科,民营,100-299人,销售管理,3-5年,"五险,提成,年终奖"
商务经理（双休 五险一金 总经理介绍人脉关系）,石家庄方能通信技术有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售业务,3-5年,"每年多次调薪,五险一金,绩效奖金,年终分红,通讯补助,节日福利,带薪年假,周末双休"
大客户经理（长沙）,小鹏汽车,长沙,8千-1.5万,本科,民营,1000-9999人,销售业务,3-5年,"健身俱乐部,弹性工作,定期团建,餐补,五险一金"
销售经理,湖南喜麦图营养食品有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,
大客户销售经理,安徽金斗云数据科技有限公司,长沙,6千-1.2万,本科,民营,500-999人,销售业务,3-5年,"节日福利,周末双休,五险一金,弹性工作,定期体检,通讯补助,年终分红,绩效奖金"
招商运营部经理/负责人（株洲苏宁广场）,江苏苏宁广场商业管理有限公司,长沙,1.2万-1.6万,本科,民营,20人以下,销售业务,3-5年,"五险一金,年底双薪,带薪年假,通讯补助,餐补,定期体检,绩效奖金"
渠道销售工程师,上海高率机电科技有限公司,长沙,4千-6千,本科,民营,20-99人,销售业务,3-5年,
外贸业务员,世邦通信股份有限公司,长沙,5千-1万,本科,民营,300-499人,销售业务,3-5年,"五险一金,加班补助,包吃,包住,定期体检,员工旅游,节日福利"
销售代表,湖南长江石化环保科技有限公司,长沙,1万-1.5万,本科,民营,20-99人,销售业务,3-5年,"五险一金,绩效奖金,餐补,节日福利,弹性工作,项目奖金,周末双休"
销售主管+高额底薪+提成,湖南博翔新材料有限公司,长沙,6千-8千,本科,民营,100-299人,销售业务,3-5年,"包住,包吃,五险一金,节日福利,绩效奖金,周末双休,交通补助,销售提成"
营销总监,深圳市世纪恒程知识产权代理事务所,长沙,1.5万-2万,本科,民营,500-999人,销售管理,3-5年,"节日福利,周末双休,五险一金,全勤奖,员工旅游,定期体检,绩效奖金,带薪年假"
销售代表（铁路电力方向）,四川联畅铁路工程有限公司,长沙,7千-1万,本科,民营,100-299人,销售业务,3-5年,"五险一金,年底双薪,餐补,员工旅游,节日福利,周末双休"
商务经理,湖南弘毅天承知识产权有限公司,长沙,8千-1万,本科,民营,20-99人,销售管理,3-5年,"节日福利,周末双休,不加班,全勤奖"
行销经理,湖南兴盛优选电子商务有限公司,长沙,8千-1万,本科,民营,1000-9999人,销售业务,3-5年,"节日福利,创业公司,每年多次调薪,弹性工作"
校企合作项目经理,湖南厚溥教育科技有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,"五险一金,带薪年假,弹性工作,节日福利,餐补,员工旅游,绩效奖金"
销售经理,多喜爱家居用品有限公司,长沙,6千-1万,本科,民营,1000-9999人,销售管理,3-5年,"五险一金,周末双休,带薪年假,节日福利,包住,免费班车"
校企合作商务经理,湖南省五八众创创业投资有限公司,长沙,7千-1.2万,本科,民营,100-299人,销售业务,3-5年,"五险一金,年底双薪,全勤奖,餐补,节日福利,员工旅游,带薪年假"
销售部经理,中博教育,长沙,1万-1.5万,本科,民营,1000-9999人,销售管理,3-5年,"周末双休,五险一金,绩效奖金,定期体检,带薪年假,通讯补助,加班补助,每年多次调薪"
营销总监-旗下医院岗位,湖南基层云医科技有限公司,长沙,8千-1万,本科,民营,20-99人,销售管理,3-5年,"五险一金,绩效奖金,带薪年假,节日福利,包住"
销售经理,湖南曼顿信息技术有限公司,长沙,1万-1.5万,本科,民营,20-99人,销售管理,3-5年,"节日福利,五险一金,绩效奖金,员工旅游,交通补助,餐补,带薪年假"
招商运营主管,长沙博帝隆物业管理有限责任公司,长沙,8千-1.2万,本科,民营,20-99人,销售业务,3-5年,"包吃,包住,节日福利,定期团建,五险,交通补助,绩效奖金"
财富中心    经理,湖南蒲公英私募股权基金管理有限公司,长沙,1.3万-2.5万,本科,民营,20人以下,证券/期货/投资管理/服务,3-5年,"周末双休,五险一金,绩效奖金,年终分红,股票期权,员工旅游"
营销总监,长沙顶域人力资源有限公司,长沙,3万-5万,本科,民营,20人以下,销售管理,3-5年,"五险一金,年底双薪"
大客户销售经理,北谷电子,长沙,1万-2万,本科,民营,100-299人,销售业务,3-5年,"五险一金,餐补,带薪年假,定期体检,免费班车,弹性工作,补充医疗保险,年终奖金"
Amazon 亚马逊销售经理/主管,长沙思科电子商务有限公司,长沙,6千-1万,本科,民营,20-99人,销售管理,3-5年,"节日福利,不加班,绩效奖金,全勤奖,包住,员工旅游,周末双休"
国际销售,远大科技集团,长沙,7千-1万,本科,民营,1000-9999人,销售业务,3-5年,"每年多次调薪,五险一金,交通补助,餐补,房补,通讯补助,带薪年假,节日福利"
社区业务拓展,智慧眼科技股份有限公司,长沙,6千-9千,本科,民营,100-299人,销售业务,3-5年,"五险一金,定期体检,年底双薪,绩效奖金,带薪年假,周末双休,公司重点项目,包住"
移动别墅事业部销售总监,湖南阿尼亚专用汽车有限责任公司,长沙,8千-1万,本科,民营,100-299人,销售管理,3-5年,"员工旅游,五险一金,绩效奖金,加班补助"
市场推广主管,湖南博翔新材料有限公司,长沙,8千-1万,本科,民营,100-299人,销售业务,3-5年,"包住,包吃,五险一金,节日福利,绩效奖金,周末双休,交通补助,销售提成"
区域销售经理,湖南派仔食品有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,"带薪年假,五险一金,绩效奖金,交通补助,通讯补助,节日福利,年终分红,员工旅游"
雪茄讲师-烟草行业-销售技巧-同行竞争少,长沙和君电子商务有限公司,长沙,6千-8千,本科,民营,20-99人,销售管理,3-5年,"绩效奖金,年终分红,全勤奖,公司重点项目,带团队,创业公司"
大区经理【湖南】,安徽乐然堂药业有限公司,长沙,2万-3万,本科,民营,100-299人,销售管理,3-5年,"大牛带队,创业公司,带团队,五险一金,绩效奖金,公司重点项目,弹性工作"
总经理秘书,阿可卑斯(深圳)科技有限公司,长沙,6千-8千,本科,民营,100-299人,销售业务,3-5年,"周末双休,节日福利,员工旅游,带薪年假,全勤奖,弹性工作,五险一金,通讯补助"
店经理-ICICLE之禾旗舰店-长沙-00979,上海之禾品牌管理有限公司,长沙,8千-1.5万,本科,民营,1000-9999人,销售管理,3-5年,"14薪,五险一金,补充医疗保险,节日福利,带薪年假,弹性工作,全勤奖,员工旅游"
区域校长（外派武汉/利川）,长沙一书阁教育咨询有限公司,长沙,6千-1.2万,本科,民营,100-299人,销售管理,3-5年,"五险,提成,年终奖"
商务经理（双休 五险一金 总经理介绍人脉关系）,石家庄方能通信技术有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售业务,3-5年,"每年多次调薪,五险一金,绩效奖金,年终分红,通讯补助,节日福利,带薪年假,周末双休"
大客户经理（长沙）,小鹏汽车,长沙,8千-1.5万,本科,民营,1000-9999人,销售业务,3-5年,"健身俱乐部,弹性工作,定期团建,餐补,五险一金"
销售经理,湖南喜麦图营养食品有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,
大客户销售经理,安徽金斗云数据科技有限公司,长沙,6千-1.2万,本科,民营,500-999人,销售业务,3-5年,"节日福利,周末双休,五险一金,弹性工作,定期体检,通讯补助,年终分红,绩效奖金"
销售经理/销售代表,广东永爱医养产业有限公司,长沙,6千-9千,本科,民营,100-299人,销售业务,3-5年,"五险一金,餐补,带薪年假,定期体检,员工旅游,节日福利,周末双休"
招商主管,湖南星沙物流投资有限公司,长沙,5千-1万,本科,民营,20-99人,销售业务,3-5年,"节日福利,包吃,包住,周末双休,五险一金,绩效奖金,带薪年假,员工旅游"
四大财富私人银行理财经理,高晟财富,长沙,2万-3万,本科,民营,500-999人,销售业务,3-5年,
电销主管,湖南时刻知道网络科技有限公司,长沙,8千-1.2万,本科,民营,20-99人,销售管理,3-5年,"五险一金,年底双薪,绩效奖金,交通补助,全勤奖,带薪年假"
区域拓展经理,京东商城总部,长沙,1万-1.5万,本科,民营,10000人以上,销售管理,3-5年,"年底双薪,五险一金,绩效奖金,餐补,带薪年假,定期体检"
湖北区域经理,湖南派仔食品有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,"带薪年假,五险一金,绩效奖金,交通补助,通讯补助,节日福利,年终分红,员工旅游"
销售经理,卓越置业集团(长沙)有限公司,长沙,8千-1万,本科,民营,100-299人,销售管理,3-5年,"五险一金,绩效奖金,餐补,通讯补助,带薪年假,定期体检,员工旅游,节日福利"
亚马逊销售（需2年经验，双休）,湖南共喜电子商务有限公司,长沙,8千-1.4万,本科,民营,20-99人,销售业务,3-5年,"五险一金,绩效奖金,加班补助,餐补,定期体检,周末双休,节日福利"
区域销售经理（底薪5K-8K+提成）,众立智能科技（深圳）有限公司,长沙,1万-1.5万,本科,民营,100-299人,销售管理,3-5年,"年终分红,包住,节日福利,员工旅游,周末双休"
助理客户经理 (MJ004873),广联达,长沙,8千-1万,本科,民营,1000-9999人,销售业务,3-5年,"五险一金,交通补助,通讯补助,带薪年假,补充医疗保险,餐补,节日福利,定期团建"
商务BD,新环境,长沙,7千-1.2万,本科,民营,10000人以上,销售业务,3-5年,"五险一金,年底双薪,年终分红,绩效奖金,全勤奖,员工旅游,节日福利,周末双休"
方案销售,视源股份,长沙,1.2万-2万,本科,民营,1000-9999人,销售业务,3-5年,"五险一金,年底双薪,绩效奖金,股票期权,餐补,房补,定期体检,员工旅游"
